,bodyType,color,fuelType,modelDate,numberOfDoors,productionDate,vehicleTransmission,engineDisplacement,enginePower,mileage,Привод,Руль,Владельцы,ПТС,price
193,лифтбек,чёрный,бензин,2009,5,2011,автоматическая,4.4 LTR,407 N12,62000,полный,Левый,2владельца,Оригинал,1530000
194,седан,синий,бензин,1995,4,1996,автоматическая,2.0 LTR,150 N12,330000,задний,Левый,3 или более,Оригинал,273000
195,лифтбек,голубой,бензин,2009,5,2009,автоматическая,4.4 LTR,407 N12,120000,задний,Левый,3 или более,Оригинал,962000
196,седан,чёрный,бензин,2016,4,2017,автоматическая,2.0 LTR,184 N12,72000,задний,Левый,2владельца,Оригинал,2399000
197,седан,синий,бензин,2002,4,2006,автоматическая,2.5 LTR,218 N12,250500,задний,Левый,3 или более,Дубликат,550000
198,седан,чёрный,бензин,2002,4,2003,автоматическая,2.5 LTR,192 N12,216000,задний,Левый,3 или более,Дубликат,500000
199,седан,чёрный,бензин,1987,4,1991,механическая,2.0 LTR,150 N12,350000,задний,Левый,3 или более,Оригинал,180000
200,седан,пурпурный,бензин,1995,4,1998,автоматическая,2.8 LTR,193 N12,400000,задний,Левый,3 или более,Оригинал,200000
201,седан,чёрный,бензин,2016,4,2019,автоматическая,2.0 LTR,184 N12,34000,задний,Левый,1владелец,Оригинал,2650000
202,седан,серебристый,дизель,2013,4,2013,автоматическая,3.0 LTR,258 N12,92000,полный,Левый,3 или более,Оригинал,2000000
203,седан,белый,бензин,1995,4,1997,механическая,2.0 LTR,150 N12,400000,задний,Левый,3 или более,Оригинал,200000
204,седан,синий,бензин,2009,4,2012,автоматическая,2.0 LTR,245 N12,157355,полный,Левый,3 или более,Дубликат,1130000
205,седан,серебристый,бензин,2000,4,2001,автоматическая,3.0 LTR,231 N12,434500,задний,Левый,3 или более,Оригинал,350000
206,лифтбек,чёрный,бензин,2009,5,2009,автоматическая,3.0 LTR,306 N12,214000,задний,Левый,3 или более,Оригинал,1150000
207,седан,белый,бензин,2016,4,2017,автоматическая,2.0 LTR,184 N12,69000,задний,Левый,2владельца,Оригинал,2540000
